taxID,ncbi_species,RefSeq_assembly,GCF_id,Assembly_name,Organism_name,Infraspecific_name,BioSample,BioProject,Sex,Submitter,Date,Synonyms,Assembly_type,Assembly_level,Genome_coverage,Assembly_method,Expected_final_version,Genome_representation,Sequencing_technology,RefSeq_category,scaffold_N50,contig_N50,total_gap_len,Organism_common_name,Organism_species_name,taxon_superkindom,taxon_kindom,taxon_phylum,taxon_class,taxon_superorder,taxon_order,taxon_family,taxon_genus,taxon_species,synonyms_phy_name,specimen_origin,sample_size,longevity,Ori_Longevity_data,mass,Ori_mass_data,birth_mass,Ori_Birthmass_data,maturity,Ori_FemaleMaturity_data,gestation,Ori_Ges_data,GT,PNGR,tRNA_CPN,busco,genomic_len,A_perc,C_perc,G_perc,T_perc,N_perc,O_perc,gene_num,CDs_len,MLres,GTres,relative_ML,PopulationDensity_n.km2,GR_Area_km2,Estimated_population_size,mammalia_class,TAAI_proteome,p_proteome,TAAI_HEP,p_HEP
59479,Rhinolophus ferrumequinum (greater horseshoe bat),mRhiFer1_v1.p,GCF_004115265.2,mRhiFer1_v1.p,Rhinolophus ferrumequinum (greater horseshoe bat),,SAMN09948510,PRJNA489106,male,Vertebrate Genomes Project,2019/5/16,,haploid,Chromosome,52.8x,FALCON-Unzip v. 1.0.2; scaff10X v. git 4.28.2018; Bionano Solve v. BspQI/BssSI 3.2.1; Salsa2 v. HiC 2.0; purge_haplotigs v. bit 7.10.2018; smrtanalysis Arrow polishing & gap filling v. 5.1.0.26412; longranger align v. 2.2.2; FALCON v. 5.1.1; freebayes v. 1.2.0; gEVAL manual curation v. 2018-09-07,no,full,PacBio Sequel; 10X Genomics linked reads; Bionano Genomics 2 enzyme; Phase Genomics HiC,Representative Genome,88025743,31900497,7546091,greater horseshoe bat,Rhinolophus ferrumequinum,Eukaryota,Metazoa,Chordata,Mammalia,Laurasiatheria,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus ferrumequinum,,wild,medium,30.5,AnAge,22.875,AnAge,5.8,AnAge,730,AnAge,80,AnAge,810,0.023390411,284,99.5,2075768562,29.62995173,20.19485017,20.19627499,29.61539038,0.363532724,0,19467,33803335,3.966579346,4.11736843,1.415099159,NA,6797743.37,NA,flying,0.582636027,0.007021636,0.582636027,0.007021636
89673,Phyllostomus discolor (pale spear-nosed bat),mPhyDis1.pri.v3,GCF_004126475.2,mPhyDis1.pri.v3,Phyllostomus discolor (pale spear-nosed bat),,SAMN09948786,PRJNA489141,male,Vertebrate Genomes Project,2020/5/12,,haploid (principal pseudohaplotype of diploid),Chromosome,65.8x,FALCON v. 5.1.1; FALCON-Unzip v. 1.0.2; scaff10X v. git 4.28.2018; Bionano Solve B v. spQI/BssSI 3.2.1; Salsa2 HiC v. 2.0; smrtanalysis Arrow polishing & gap filling v. 5.1.0.26412; longranger align v. 2.2.2; freebayes v. 1.2.0; purge_haplotigs v. bit 7.10,no,full,PacBio Sequel; 10X Genomics linked reads; Bioanano Genomics 2 enzyme; Arima Genomics HiC,Representative Genome,171742863,6892556,15088836,pale spear-nosed bat,Phyllostomus discolor,Eukaryota,Metazoa,Chordata,Mammalia,Laurasiatheria,Chiroptera,Phyllostomidae,Phyllostomus,Phyllostomus discolor,,wild,medium,9,AnAge,43.4,AnAge,7,AnAge,NA,,105,AnAge,NA,NA,229,98.8,2108832841,28.59410449,21.03714867,21.03893108,28.61430832,0.715507446,0,19626,33782013,1.056472595,NA,NA,NA,12188897.67,NA,flying,0.617831117,0.003696649,0.601969927,0.004980527
9417,Artibeus jamaicensis (Jamaican fruit-eating bat),CSHL_Jam_final,GCF_021234435.1,CSHL_Jam_final,Artibeus jamaicensis (Jamaican fruit-eating bat),breed=Jamaican fruit bat,SAMN21509358,PRJNA751559,male,CSHL,2021/12/20,,haploid,Scaffold,60.0x,Flye v. 2.8.3,yes,full,Oxford Nanopore PromethION,Representative Genome,22092642,22092642,69,Jamaican fruit-eating bat,Artibeus jamaicensis,Eukaryota,Metazoa,Chordata,Mammalia,Laurasiatheria,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,,captivity,large,19.2,AnAge,42.2,AnAge,5.9,AnAge,289,AnAge,76,AnAge,365,0.125605536,215,97.3,2207618356,28.6907074,20.74149206,20.73201669,28.70384232,1.13194153,0,19698,32939680,2.263942122,1.628470661,1.500368478,NA,14327574.52,NA,flying,0.624865866,0.003222509,0.568197257,0.008955739
1884717,Pteronotus parnellii mesoamericanus (Parnell's mustached bat),CSHL_Meso_final,GCF_021234165.1,CSHL_Meso_final,Pteronotus parnellii mesoamericanus (Parnell's mustached bat),breed=Mesoamerican mustached bat,SAMN21509357,PRJNA751559,,CSHL,2021/12/20,,haploid,Scaffold,60.0x,Flye v. 2.8.3,yes,full,Oxford Nanopore PromethION,,31477943,31477943,276,Parnell's mustached bat,Pteronotus parnellii mesoamericanus,Eukaryota,Metazoa,Chordata,Mammalia,Laurasiatheria,Chiroptera,Mormoopidae,Pteronotus,Pteronotus parnellii,,,,NA,,19.7,WorldSpecies,NA,,NA,,108,WorldSpecies,NA,NA,227,99.3,2074649091,29.36140708,20.67519538,20.64356868,29.31981556,1.33E-05,0,19067,33149373,NA,NA,NA,NA,NA,NA,flying,0.660132058,0.001537677,0.59675938,0.005474939
9407,Rousettus aegyptiacus (Egyptian rousette),mRouAeg1.p,GCF_014176215.1,mRouAeg1.p,Rousettus aegyptiacus (Egyptian rousette),,SAMN14734550,PRJNA628585,,Bat1K,2020/8/7,,haploid,Scaffold,64.6x,DAmar v. APRIL-2019; Bionano Solve DLS v. 3.3; Salsa2 HiC v. git commit: e3ae7d8; GenomicConsensus v. git commit: 038de5c; longranger align v. 2.2.0; Freebayes v. 1.2.0; HiGlass manual curation v. 1.5,no,full,PacBio Sequel CLR; 10X Genomics chromium linked reads; Bionano Genomics; Arima Genomics Hi-C kit; PacBio Sequel IsoSeq,,113811795,21999313,26674495,Egyptian rousette,Rousettus aegyptiacus,Eukaryota,Metazoa,Chordata,Mammalia,Laurasiatheria,Chiroptera,Pteropodidae,Rousettus,Rousettus aegyptiacus,,wild,large,22.9,AnAge,125,AnAge,21.06,AnAge,365,AnAge,116,AnAge,481,0.284767123,256,99.5,1893602072,29.56663548,19.74689913,19.73406607,29.5437351,1.408664228,0,18888,33755909,2.269571993,1.702871472,1.493993948,NA,6076089.81,NA,flying,0.640733077,0.002335861,0.614287726,0.003956535
9430,Desmodus rotundus (common vampire bat),HLdesRot8A,GCF_022682495.1,HLdesRot8A,Desmodus rotundus (common vampire bat),,SAMN24116476,PRJNA789528,male,Bat1K,2022/3/24,,haploid (principal pseudohaplotype of diploid),Chromosome,32x,HiFiasm v. 0.15.1-r331; Salsa2 v. 2.2; BWA-MEM v. 0.7.17-r1188; pbmm2 v. 1.3.0; gcpp v. 2.0.2; DeepVariant v. 1.1.0,yes,full,PacBio Sequel; Illumina NovaSeq,Representative Genome,160127860,6762714,255063,common vampire bat,Desmodus rotundus,Eukaryota,Metazoa,Chordata,Mammalia,Laurasiatheria,Chiroptera,Phyllostomidae,Desmodus,Desmodus rotundus,,captivity,medium,29.2,AnAge,33.2,AnAge,8,AnAge,285,AnAge,189,AnAge,474,0.088421053,211,98.5,2063808397,28.29536855,20.60560882,20.60168229,28.27075841,2.226581938,0,17710,29465541,3.577789963,2.225638145,1.923357662,NA,17803912.83,NA,flying,0.606567056,0.004575463,0.630709029,0.002868155
9423,Phyllostomus hastatus (greater spear-nosed bat),TTU_PhHast_1.1,GCF_019186645.2,TTU_PhHast_1.1,Phyllostomus hastatus (greater spear-nosed bat),,SAMN19371543,PRJNA733208,,Texas Tech University,2021/7/9,,haploid,Scaffold,60.0x,Flye v. 2.7.1; MaSuRCA v. MARCH-2020,yes,full,Oxford Nanopore PromethION; Illumina,,39158280,31525663,5466,greater spear-nosed bat,Phyllostomus hastatus,Eukaryota,Metazoa,Chordata,Mammalia,Laurasiatheria,Chiroptera,Phyllostomidae,Phyllostomus,Phyllostomus hastatus,,wild,medium,18,AnAge,81,AnAge,15.9,AnAge,730,AnAge,120,AnAge,850,0.089178082,233,99.4,2089223459,28.86105421,21.13980236,21.13156092,28.86732089,0.000261628,0,19454,33716455,1.912180942,3.300579842,0.809224017,NA,12690238.32,NA,flying,0.610108357,0.00428233,0.614487242,0.00394151
59472,Pipistrellus kuhlii (Kuhl's pipistrelle),mPipKuh1.p,GCF_014108245.1,mPipKuh1.p,Pipistrellus kuhlii (Kuhl's pipistrelle),,SAMN14734388,PRJNA628567,male,Bat1K,2020/8/7,,haploid,Scaffold,80.8x,DAmar v. Apr 19; Bionano Solve DLS v. 3.3; Salsa2 HiC v. git commit: e3ae7d8; GenomicConsensus v. git commit: 038de5c; longranger align v. 2.2.0; Freebayes v. 1.2.0; HiGlass manual curation v. 1.5,no,full,PacBio Sequel CLR; 10X Genomics chromium linked reads; Bionano Genomics; Phase Genomics HiC; PacBio Sequel IsoSeq,Representative Genome,80237350,10591995,12201491,Kuhl's pipistrelle,Pipistrellus kuhlii,Eukaryota,Metazoa,Chordata,Mammalia,Laurasiatheria,Chiroptera,Vespertilionidae,Pipistrellus,Pipistrellus kuhlii,,wild,medium,8,AnAge,6,AnAge,NA,,NA,,NA,,NA,NA,227,99,1775688541,28.52008966,21.1442078,21.13813309,28.51042806,0.687141394,0,19058,33533457,1.288842564,NA,NA,NA,4765557.66,NA,flying,0.638195518,0.0024621,0.626097025,0.003144972
29078,Eptesicus fuscus (big brown bat),DD_ASM_mEF_20220401,GCF_027574615.1,DD_ASM_mEF_20220401,Eptesicus fuscus (big brown bat),,SAMN30608903,PRJNA868286,male,Bat1K,2023/1/9,,haploid,Chromosome,95.0x,DAmar v. git version 378c61f; purge_dups v. 1.2.5; yahs v. 1.1; gcpp v. 2.0.2; merfin v. 1.1,yes,full,PacBio Sequel II CLR; HiC; Illumina,Representative Genome,102817582,49033427,28557,big brown bat,Eptesicus fuscus,Eukaryota,Metazoa,Chordata,Mammalia,Laurasiatheria,Chiroptera,Vespertilionidae,Eptesicus,Eptesicus fuscus,,wild,medium,19,AnAge,23,AnAge,3.9,AnAge,547,AnAge,35,AnAge,582,0.034917733,210,96.8,2026629342,25.53910403,19.20239266,19.16879712,25.46870206,10.62100412,0,17970,31296127,2.468830252,2.954973441,1.094284392,NA,13321726.93,NA,flying,0.595774615,0.005572771,0.539755146,0.014033607
9305,Sarcophilus harrisii (Tasmanian devil),mSarHar1.11,GCF_902635505.1,mSarHar1.11,Sarcophilus harrisii (Tasmanian devil),,SAMEA6099886,PRJEB35073,,SC,2019/11/7,,haploid (principal pseudohaplotype of diploid),Chromosome,88x,,,full,,Representative Genome,611347268,62339597,46746,Tasmanian devil,Sarcophilus harrisii,Eukaryota,Metazoa,Chordata,Mammalia,,Dasyuromorphia,Dasyuridae,Sarcophilus,Sarcophilus harrisii,,captivity,medium,13,AnAge,6500,AnAge,0.0235,AnAge,730,AnAge,26,AnAge,756,8.904077397,431,95.8,3086674442,31.91645635,18.08243122,18.0723886,31.92720857,0.001515255,0,19765,35056995,0.684685765,1.153585734,0.630995604,5.9,63567.96,375050.964,terrestrial,0.815375106,1.19E-05,0.915945841,1.46E-08
38775,Antechinus flavipes (yellow-footed antechinus),AdamAnt_v2,GCF_016432865.1,AdamAnt_v2,Antechinus flavipes (yellow-footed antechinus),"ecotype=Samford, QLD, Australia",SAMN16807749,PRJNA565840,male,Nanjing Normal University,2021/1/6,,haploid,Chromosome,100.0x,Canu v. 1.7; HiC-Pro v. 2.8.0_devel; 3D-DNA v. 1.12,yes,full,PacBio; BGISEQ-500; Hi-C,Representative Genome,636717922,51843704,309000,yellow-footed antechinus,Antechinus flavipes,Eukaryota,Metazoa,Chordata,Mammalia,,Dasyuromorphia,Dasyuridae,Antechinus,Antechinus flavipes,,captivity,small,3.9,AnAge,45,AnAge,NA,,345,AnAge,25,AnAge,370,NA,431,95.7,3192661299,31.89802283,18.10277282,18.10236245,31.88716339,0.009678509,0,20361,35243726,0.455160628,1.628343725,0.302062572,688.83,953346,656693325.2,terrestrial,0.782513089,4.55E-05,0.895593016,9.53E-08
191870,Gracilinanus agilis (Agile Gracile Mouse Opossum),AgileGrace,GCF_016433145.1,AgileGrace,Gracilinanus agilis (Agile Gracile Mouse Opossum),,SAMN16807781,PRJNA565840,male,Nanjing Normal University,2021/1/6,,haploid,Chromosome,100.0x,SOAPnuke v. 1.5; Supernova v. 2.1.1; Gapcloser v. 1.10,yes,full,stLFR; BGISEQ-500; Hi-C,Representative Genome,683521856,73170,305430680,Agile Gracile Mouse Opossum,Gracilinanus agilis,Eukaryota,Metazoa,Chordata,Mammalia,,Didelphimorphia,Didelphidae,Gracilinanus,Gracilinanus agilis,,captivity,small,6.1,AnAge,22,AnAge,NA,,270,AnAge,20,AnAge,290,NA,399,90.5,3701033721,28.51433082,17.36784665,17.37148395,28.49309394,8.253244635,0,19611,32599254,0.798281913,1.486416759,0.554061253,NA,2992991.41,NA,terrestrial,0.622174777,0.003397533,0.639520255,0.002395505
13616,Monodelphis domestica (gray short-tailed opossum),MonDom5,GCF_000002295.2,MonDom5,Monodelphis domestica (gray short-tailed opossum),,SAMN02953611,PRJNA12561,,"The Genome Sequencing Platform, The Genome Assembly Team",2007/1/25,,haploid,Chromosome,,,,full,,Representative Genome,59809810,108014,98827259,gray short-tailed opossum,Monodelphis domestica,Eukaryota,Metazoa,Chordata,Mammalia,,Didelphimorphia,Didelphidae,Monodelphis,Monodelphis domestica,,captivity,medium,5.1,AnAge,105,AnAge,0.1,AnAge,122,AnAge,15,AnAge,137,0.859836066,450,91.9,3598443077,30.23123767,18.39275292,18.3912653,30.23835472,2.746389394,0,20550,35201994,0.51974937,0.503368312,0.756469045,400,2708946.4,1083578560,terrestrial,0.60135798,0.00503661,0.605125887,0.004699407
9337,Trichosurus vulpecula (common brushtail),mTriVul1.pri,GCF_011100635.1,mTriVul1.pri,Trichosurus vulpecula (common brushtail),,SAMN12629507,PRJNA562014,male,Vertebrate Genomes Project,2020/3/10,,haploid (principal pseudohaplotype of diploid),Chromosome,60.73x,FALCON v. DNANexus 1.9.0; FALCON-Unzip v. DNANexus 1.0.6; purge_haplotigs v. v1.0.3+ 1.Nov.2018; scaff10x v. 4.1.0; Bionano Solve DLS v. 3.2.1; Salsa HiC v. 2.2; Arrow smrtanalysis Pacbio polishing & gap filling v. 6.0.0.47841; longranger align v. 2.2.2; freebayes Illumina polishing v. 1.3.1; gEVAL manual curation v. 2020-01-15; VGP assembly pipeline v. 1.5,no,full,PacBio Sequel; Illumina NovaSeq; Arima Genomics Hi-C; Bionano Genomics DLS,Representative Genome,442560073,4314688,18696456,common brushtail,Trichosurus vulpecula,Eukaryota,Metazoa,Chordata,Mammalia,,Diprotodontia,Phalangeridae,Trichosurus,Trichosurus vulpecula,,captivity,medium,15.9,AnAge,2395,AnAge,0.279,AnAge,315,AnAge,17,AnAge,332,7.602288889,449,97,3359347707,30.0671369,19.62988927,19.6322875,30.11413593,0.556550397,0,22158,36197990,0.982476847,0.626649409,1.32193181,124,2305316.93,285859299.3,terrestrial,0.806781092,1.73E-05,0.866291555,7.90E-07
29139,Vombatus ursinus (common wombat),bare-nosed wombat genome assembly,GCF_900497805.2,bare-nosed wombat genome assembly,Vombatus ursinus (common wombat),,SAMEA4791334,PRJEB27783,,"MRC Institute of Genetics and Molecular Medicine, University of Edinburgh",2018/12/10,,haploid,Scaffold,87x,,,full,,Representative Genome,28503419,113054,11418107,common wombat,Vombatus ursinus,Eukaryota,Metazoa,Chordata,Mammalia,,Diprotodontia,Vombatidae,Vombatus,Vombatus ursinus,,captivity,small,30,AnAge,25500,AnAge,0.5,AnAge,730,AnAge,27,AnAge,757,34.93082192,466,96.3,3486597218,30.47514862,19.3671964,19.36846021,30.46163266,0.327562098,0,21116,36429981,1.269664302,0.863339174,1.454885399,25.92,308388.6,7993432.512,terrestrial,0.804970792,1.86E-05,0.792169573,3.14E-05
50954,Talpa occidentalis (Iberian mole),MPIMG_talOcc4v2.1,GCF_014898055.3,MPIMG_talOcc4v2.1,Talpa occidentalis (Iberian mole),,SAMN10160270,PRJNA494291,male,Max Planck Institute for Molecular Genetics,2020/10/19,,haploid,Scaffold,50.0x,CANU v. 1.6; 3D-DNA v. 3f18163,yes,full,PacBio; Illumina NextSeq,Representative Genome,119794413,2628036,2281188,Iberian mole,Talpa occidentalis,Eukaryota,Metazoa,Chordata,Mammalia,Laurasiatheria,Eulipotyphla,Talpidae,Talpa,Talpa occidentalis,,,,7,WorldSpecies,88,WorldSpecies,3,WorldSpecies,NA,,31,WorldSpecies,NA,NA,397,98.9,2080989295,29.0176077,20.91815028,20.92888085,29.02574081,0.109620362,0,21177,35428843,0.733829043,NA,NA,NA,279204.96,NA,terrestrial,0.674200819,0.001114514,0.667421146,0.00130418
42254,Sorex araneus (European shrew),SorAra2.0,GCF_000181275.1,SorAra2.0,Sorex araneus (European shrew),,SAMN00210854,PRJNA13689,female,Broad Institute,2012/8/27,sorAra2,haploid,Scaffold,120x,Allpaths v. R41070,,full,Illumina Hi-Seq,,22794405,22623,231054757,European shrew,Sorex araneus,Eukaryota,Metazoa,Chordata,Mammalia,Laurasiatheria,Eulipotyphla,Soricidae,Sorex,Sorex araneus,,captivity,small,3.2,AnAge,9,AnAge,0.44,AnAge,198,AnAge,21,AnAge,219,0.043232323,330,95.2,2423158183,25.83505453,19.40876276,19.39770075,25.82320859,9.535273373,0,18343,30359717,0.483153645,1.357904059,0.349249476,1859.01,14302732.12,26588922038,terrestrial,0.669433163,0.001245257,0.676217959,0.001062791
109475,Suncus etruscus (white-toothed pygmy shrew),mSunEtr1.pri.cur,GCF_024139225.1,mSunEtr1.pri.cur,Suncus etruscus (white-toothed pygmy shrew),,SAMN28420931,PRJNA838699,male,Vertebrate Genomes Project,2022/7/6,,haploid (principal pseudohaplotype of diploid),Chromosome,142.65x,FALCON v. 2.0.2; FALCON-Unzip v. 8.0.1; purge_dups v. 1.0.0; scaff10x v. 2.0.3; bionano solve v. 3.4.0; salsa v. 2.2; gcpp v. 2.0.2; merfin v. 1.0; freebayes v. 1.3.1,no,full,PacBio Sequel CLR; 10X linked reads; Bionano DLS; Arima Hi-C v1,Representative Genome,131952995,5042816,10644055,white-toothed pygmy shrew,Suncus etruscus,Eukaryota,Metazoa,Chordata,Mammalia,Laurasiatheria,Eulipotyphla,Soricidae,Suncus,Suncus etruscus,,captivity,small,3.2,AnAge,2.1,AnAge,0.19,AnAge,365,AnAge,27,AnAge,392,0.005232877,371,96.6,2471666657,29.95869997,19.82238323,19.81153335,29.97673994,0.430643508,0,19562,33275100,0.609830266,3.313843416,0.238658621,NA,5424319.83,NA,terrestrial,0.53970678,0.014043881,0.639067024,0.002418118
143302,Condylura cristata (star-nosed mole),ConCri1.0,GCF_000260355.1,ConCri1.0,Condylura cristata (star-nosed mole),,SAMN00727830,PRJNA72447,female,Broad Institute,2012/5/1,,haploid,Scaffold,113.1x,AllPaths v. 2012,,full,Illumina HiSeq,Representative Genome,55520359,46163,87115890,star-nosed mole,Condylura cristata,Eukaryota,Metazoa,Chordata,Mammalia,Laurasiatheria,Eulipotyphla,Talpidae,Condylura,Condylura cristata,,captivity,small,2.5,AnAge,55.3,AnAge,1.5,AnAge,304,AnAge,40,AnAge,344,0.176973684,311,91.9,1769662895,27.8129796,19.75612282,19.74643182,27.76172651,4.922739254,0,17224,29551011,0.282304676,1.448894006,0.203079938,4999.99,3692908.52,18464505671,terrestrial,0.714451496,0.000401423,0.669939734,0.00123078
9978,Ochotona princeps (American pika),OchPri4.0,GCF_014633375.1,OchPri4.0,Ochotona princeps (American pika),,SAMN15664588,PRJNA649356,male,University of British Columbia Okanagan,2020/9/21,,haploid,Chromosome,23.68x,Dovetail HiRise v. 2017,yes,full,Illumina HiSeq,Representative Genome,75838078,42119,287505412,American pika,Ochotona princeps,Eukaryota,Metazoa,Chordata,Mammalia,Euarchontoglires,Lagomorpha,Ochotonidae,Ochotona,Ochotona princeps,,captivity,small,7,AnAge,100,AnAge,9,AnAge,347,AnAge,30,AnAge,377,0.262247839,324,93.7,2231492728,24.6763376,18.88396326,18.87752435,24.67817977,12.88399502,0,18118,30733125,0.718972242,1.399651701,0.535558643,774.59,1346175.96,1042734437,terrestrial,0.856179522,1.47E-06,0.869014665,6.64E-07
130825,Ochotona curzoniae (black-lipped pika),NIBS_Ocur_1.0,GCF_017591425.1,NIBS_Ocur_1.0,Ochotona curzoniae (black-lipped pika),,SAMN13876228,PRJNA601872,,"National Institute of Biological Sciences, Beijing",2021/3/26,,haploid,Scaffold,165.0x,WTDBG2 v. 2.5; Flye v. 2.7; CANU v. 2.0,no,full,PacBio Sequel,Representative Genome,33876933,29562832,6808,black-lipped pika,Ochotona curzoniae,Eukaryota,Metazoa,Chordata,Mammalia,Euarchontoglires,Lagomorpha,Ochotonidae,Ochotona,Ochotona curzoniae,,,,4,WorldSpecies,150,ADW,11,WorldSpecies,NA,,23,WorldSpecies,NA,NA,454,99.2,2086129077,28.15224396,21.86163009,21.85095232,28.13484724,0.000326394,0,20642,35696863,0.385034348,NA,NA,19000,2326434.58,44202257020,terrestrial,0.824549128,7.76E-06,0.807229831,1.69E-05
9986,Oryctolagus cuniculus (rabbit),UM_NZW_1.0,GCF_009806435.1,UM_NZW_1.0,Oryctolagus cuniculus (rabbit),breed=New Zealand White,SAMN12179861,PRJNA274594,male,Shanghai Institutes for Biological Sciences,2021/2/4,,haploid,Chromosome,40.0x,HGAP v. 4; LR_Gapcloser v. 1.1; Quickmerge v. SEP-2018; Pilon v. 1.22,no,full,PacBio,Representative Genome,111644748,337730,65881322,rabbit,Oryctolagus cuniculus,Eukaryota,Metazoa,Chordata,Mammalia,Euarchontoglires,Lagomorpha,Leporidae,Oryctolagus,Oryctolagus cuniculus,,captivity,large,13,AnAge,1800,AnAge,45,AnAge,730,AnAge,30,AnAge,760,2.404109589,486,94.7,2737462810,26.7225146,20.79933393,20.81662932,26.78594114,4.875581013,0,17296,25588836,0.840840912,1.524471027,0.628821669,357.9,2293893.27,820984401.3,terrestrial,0.740770544,0.000187059,0.806332128,1.76E-05
28737,Elephantulus edwardii (Cape elephant shrew),EleEdw1.0,GCF_000299155.1,EleEdw1.0,Elephantulus edwardii (Cape elephant shrew),,SAMN00749966,PRJNA74589,female,Broad Institute,2012/10/10,,haploid,Scaffold,62x,allpaths v. R42301 HAPLOIDIFY=True,,full,Illumina Hi-Seq,Representative Genome,15011382,24219,528111014,Cape elephant shrew,Elephantulus edwardii,Eukaryota,Metazoa,Chordata,Mammalia,Afrotheria,Macroscelidea,Macroscelididae,Elephantulus,Elephantulus edwardii,,unknown,small,6,WorldSpecies,50,AnAge,11.9,AnAge,NA,,NA,,NA,NA,408,96.3,3843982861,25.76449344,17.38641779,17.37407523,25.73637232,13.73864122,0,19705,32243674,0.688541519,NA,NA,1470.41,143549.15,211076105.7,terrestrial,0.694768979,0.000674721,0.67243995,0.001161385
33562,Dromiciops gliroides (monito del monte),mDroGli1.pri,GCF_019393635.1,mDroGli1.pri,Dromiciops gliroides (monito del monte),,SAMN18857598,PRJNA728141,female,Vertebrate Genomes Project,2021/8/3,,haploid (principal pseudohaplotype of diploid),Chromosome,63.0x,FALCON kit v. 1.8.1; FALCON unzip v. 1.3.7; purge_dups v. 1.2.3; Scaff10X v. 4.2; Bionano Solve v. 3.5.1_01142020; Salsa Hi-C v. 2.2; GCPP v. 1.9.0-SL-release-8.0.0+1-37-gd7b188d; longranger v. 2.2.2; freebayes v. 1.3.2; gEVAL manual curation v. 2021-04-07; VGP pipeline v. 1.6,no,full,PacBio Sequel II CLRQ; 10X Genomics linked reads; Bionano Genomics DLS; Arima Genomics v1 Hi-C,Representative Genome,670775900,38230856,2929889,monito del monte,Dromiciops gliroides,Eukaryota,Metazoa,Chordata,Mammalia,,Microbiotheria,Microbiotheriidae,Dromiciops,Dromiciops gliroides,,unknown,small,3,WorldSpecies,24.05,AnAge,NA,,730,AnAge,24.5,ADW,754.5,NA,478,97.5,3303199800,30.41263986,19.53626123,19.54052737,30.42187303,0.08869851,0,21588,36311740,0.387040957,3.794550684,0.145803633,49.99,58876.08,2943215.239,terrestrial,0.604372306,0.004765312,0.646572866,0.002065738
9258,Ornithorhynchus anatinus (platypus),mOrnAna1.pri.v4,GCF_004115215.2,mOrnAna1.pri.v4,Ornithorhynchus anatinus (platypus),,SAMN08537700,PRJNA489114,male,Vertebrate Genomes Project,2020/11/6,,haploid (principal pseudohaplotype of diploid),Chromosome,58.8x,FALCON v. 5.1.1; FALCON Unzip v. 1.0.2; purge_haplotigs v. bit 7.10.2018; scaff10X v. git 4.28.2018; Bionano Solve DLS v. 3.2.1; Salsa2 HiC v. 2.0; smrtanalysis Arrow polishing & gap fillingt v. 5.1.0.26412; longranger align v. 2.2.2; freebayes v. 1.2.0; gEVAL manual curation v. 2019-12-06,no,full,PacBio RSII; 10X Genomics linked reads; Bionano Genomics DLS; Dovetail Genomics HiC; Arima Genomics,Representative Genome,83338043,15146802,15158102,platypus,Ornithorhynchus anatinus,Eukaryota,Metazoa,Chordata,Mammalia,,Monotremata,Ornithorhynchidae,Ornithorhynchus,Ornithorhynchus anatinus,,captivity,small,22.6,AnAge,1250,AnAge,NA,,548,AnAge,17,AnAge,565,NA,639,92.8,1859281927,26.71886839,22.88133219,22.87757385,26.70695825,0.815267323,0,17896,31796830,1.549590411,1.224856585,1.327104098,NA,547828.42,NA,aquatic,0.801053084,2.20E-05,0.816848497,1.11E-05
9261,Tachyglossus aculeatus (Australian echidna),mTacAcu1.pri,GCF_015852505.1,mTacAcu1.pri,Tachyglossus aculeatus (Australian echidna),,SAMN12634963,PRJNA607237,male,Vertebrate Genomes Project,2020/12/9,,haploid (principal pseudohaplotype of diploid),Chromosome,58.29x,FALCON v. falcon-2018.31.08-03.06; FALCON-Unzip v. 6.0.0.47841; purge_dups v. github ca23030ccf4254dfd2d3a5ea90d0eed41c24f88b ca23030ccf4254dfd2d3a5ea90d0eed41c24f88b; Scaff10x v. 4.1.0; Bionano Solve v. 3.2.1_04122018; Salsa2 HiC v. 2.2; Polish pbgcpp v. 1.9.0; Longranger Align v. 2.2.2; freebayes v. 1.3.1; gEVAL manual curation v. 2020-09-17; Manual Curation v. 2020-10-26; VGP assembly pipeline v. 1.6,no,full,PacBio Sequel I CLR; Illumina NovaSeq; Bionano Genomics DLS; Phase Genomics,Representative Genome,63379719,19859057,30817363,Australian echidna,Tachyglossus aculeatus,Eukaryota,Metazoa,Chordata,Mammalia,,Monotremata,Tachyglossidae,Tachyglossus,Tachyglossus aculeatus,,captivity,medium,49.5,AnAge,3500,AnAge,0.379,AnAge,548,AnAge,22,AnAge,570,6.386169708,1074,92.1,2213004214,26.96995303,22.33074392,22.34118434,26.96555999,1.392558713,0,18714,32575333,2.878514325,0.992354831,2.890009559,NA,7829490.16,NA,terrestrial,0.789612848,3.47E-05,0.785096473,4.13E-05
